artist,track,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,energyLiveness
Sean Paul,Temperature,The Trinity,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04,3.642883333333333,8.426966292134832
Sean Paul,Go Down Deh (feat. Shaggy and Sean Paul),10,0.801,0.764,-5.112,0.0986,0.109,1.62e-05,0.247,0.578,89.999,2.569183333333333,3.0931174089068825
Sean Paul,Get Busy,Dutty Rock (20th Anniversary),0.741,0.824,-4.143,0.0352,0.614,0.0,0.158,0.725,100.216,3.5277666666666665,5.215189873417721
Sean Paul,She Doesn't Mind,Tomahawk Technique,0.718,0.776,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,3.79645,3.748792270531401
Sean Paul,Give It Up to Me,The Trinity,0.855,0.674,-4.328,0.314,0.165,0.0,0.0548,0.578,95.991,4.03755,12.299270072992702
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Only Hits,0.711,0.761,-3.04,0.225,0.067,0.0,0.041,0.718,95.824,4.064666666666667,18.560975609756092
Sean Paul,I'm Still in Love with You (feat. Sasha),Dutty Rock (20th Anniversary),0.765,0.666,-5.384,0.172,0.103,0.0,0.116,0.757,87.002,4.556,5.741379310344827
Sean Paul,UP,UP,0.812,0.712,-5.993,0.0452,0.01,0.0,0.108,0.85,98.029,2.4824,6.592592592592593
Sean Paul,Contra La Pared,Contra La Pared,0.828,0.588,-7.14,0.118,0.0156,0.0,0.124,0.598,94.052,3.744683333333333,4.741935483870967
Elvis Presley,Can't Help Falling in Love,Blue Hawaii,0.396,0.293,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,3.039333333333333,2.7904761904761903
Elvis Presley,Blue Christmas,Elvis' Christmas Album,0.465,0.27,-16.661,0.0425,0.9,0.00104,0.145,0.58,94.518,2.152883333333333,1.862068965517241
Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis' Christmas Album,0.575,0.236,-16.982,0.0422,0.968,0.0178,0.105,0.829,79.576,1.93045,2.247619047619048
Elvis Presley,Suspicious Minds,From Elvis in Memphis,0.487,0.382,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,4.354666666666667,0.929440389294404
Elvis Presley,Burning Love,Elvis (Fool),0.66,0.748,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,2.838216666666667,2.6431095406360425
Elvis Presley,Always On My Mind,Elvis (Fool),0.358,0.387,-14.342,0.0324,0.746,0.0121,0.119,0.495,181.183,3.6406666666666663,3.252100840336135
Elvis Presley,If I Can Dream,ELVIS (Original Motion Picture Soundtrack),0.325,0.715,-7.744,0.0368,0.00708,2.79e-05,0.0987,0.282,93.914,3.1973333333333334,7.244174265450861
Elvis Presley,Jailhouse Rock,Platinum - A Life In Music,0.623,0.537,-10.014,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,2.4488833333333333,5.576323987538942
Elvis Presley,In the Ghetto,From Elvis in Memphis,0.404,0.266,-16.688,0.0334,0.716,0.133,0.107,0.491,88.916,2.790216666666667,2.485981308411215
Elvis Presley,(You're The) Devil in Disguise,Elvis 30 #1 Hits (Expanded Edition),0.481,0.733,-7.633,0.165,0.573,1.17e-05,0.108,0.874,122.903,2.34045,6.787037037037037
2Pac,Hit 'Em Up - Single Version,Greatest Hits,0.916,0.844,-3.967,0.236,0.0394,0.0,0.0778,0.586,95.19,5.21045,10.848329048843189
2Pac,Ambitionz Az A Ridah,All Eyez On Me,0.801,0.91,-6.566,0.225,0.00239,0.000891,0.0737,0.805,87.277,4.639783333333333,12.347354138398916
2Pac,California Love - Original Version,Greatest Hits,0.763,0.85,-3.052,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,4.74845,2.2911051212938003
2Pac,All Eyez On Me (ft. Big Syke),All Eyez On Me,0.872,0.723,-5.968,0.247,0.0293,0.0,0.327,0.843,93.279,5.12955,2.2110091743119265
2Pac,Do For Love,R U Still Down? [Remember Me],0.874,0.63,-3.585,0.298,0.0578,0.00479,0.0582,0.717,95.0,4.693333333333333,10.824742268041238
2Pac,Changes,Greatest Hits,0.865,0.665,-6.289,0.073,0.0453,0.0,0.224,0.331,111.113,4.48045,2.96875
2Pac,Dear Mama,Me Against The World,0.773,0.54,-7.123,0.103,0.371,0.0,0.131,0.322,84.115,4.666666666666667,4.122137404580153
2Pac,Keep Ya Head Up,Strictly 4 My N.I.G.G.A.Z...,0.598,0.732,-7.013,0.425,0.144,0.0,0.508,0.595,172.329,4.375116666666667,1.4409448818897637
2Pac,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),All Eyez On Me,0.849,0.904,-4.78,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,4.108883333333333,16.587155963302752
2Pac,Can't C Me,All Eyez On Me,0.795,0.852,-2.238,0.178,0.0442,3.47e-06,0.39,0.673,95.44,5.512666666666667,2.1846153846153844
Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),0.762,0.861,-3.296,0.0955,0.0185,0.0,0.264,0.955,120.048,2.8785666666666665,3.261363636363636
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go to High School (Music from and Inspired by the Movie),0.553,0.652,-6.685,0.206,0.0897,0.0,0.111,0.551,94.505,3.455783333333333,5.873873873873874
Snoop Dogg,Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,0.888,0.632,-3.872,0.219,0.19,0.0,0.101,0.662,91.979,4.43445,6.257425742574257
Snoop Dogg,"That's My N**** (with Meek Mill, YG & Snoop Dogg)","That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",0.723,0.732,-5.514,0.0864,0.11,0.0,0.484,0.503,104.991,3.3291166666666667,1.512396694214876
Snoop Dogg,From The D 2 The LBC (with Snoop Dogg),Curtain Call 2,0.718,0.768,-7.87,0.25,0.0988,0.0,0.0957,0.591,164.038,3.5624166666666666,8.025078369905957
Snoop Dogg,Sweat - Remix,Sweat (Snoop Dogg Vs. David Guetta) [Remix],0.813,0.732,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,3.26645,8.861985472154963
Snoop Dogg,Beautiful,Paid Tha Cost To Be Da Bo$$,0.907,0.695,-6.268,0.135,0.246,0.0,0.0808,0.961,101.007,4.971783333333334,8.60148514851485
Snoop Dogg,I Wanna Fuck You,Sexy Songs 2020,0.861,0.48,-8.433,0.0512,0.0459,0.0,0.351,0.278,99.972,2.9806666666666666,1.3675213675213675
Snoop Dogg,Qué Maldición,Qué Maldición,0.755,0.531,-8.051,0.196,0.213,0.0,0.13,0.683,177.951,3.389333333333333,4.084615384615384
Snoop Dogg,Riders On The Storm - Fredwreck Remix,Riders On The Storm (Fredwreck Remix),0.878,0.786,-5.273,0.152,0.416,3.1e-05,0.122,0.831,101.984,6.370666666666667,6.442622950819673
Lil Wayne,Love Me,I Am Not A Human Being II (Deluxe),0.669,0.634,-6.476,0.0327,0.0125,0.0,0.0946,0.496,124.906,4.250883333333333,6.701902748414376
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),0.502,0.786,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,4.058183333333333,1.209230769230769
Lil Wayne,Mirror,Tha Carter IV (Complete Edition),0.328,0.622,-7.291,0.0866,0.858,0.0,0.104,0.401,74.267,3.80155,5.980769230769231
Lil Wayne,Forever,Relapse: Refill,0.457,0.906,-2.278,0.342,0.249,0.0,0.182,0.54,104.02,5.961783333333333,4.978021978021978
Lil Wayne,6 Foot 7 Foot,Tha Carter IV (Complete Edition),0.364,0.752,-5.429,0.304,0.0007,0.0,0.318,0.606,79.119,4.143116666666667,2.3647798742138364
Lil Wayne,Lollipop,Tha Carter III (MTV Bonus Version),0.832,0.43,-9.39,0.0826,0.0606,0.00323,0.124,0.462,148.074,4.988883333333333,3.467741935483871
Lil Wayne,A Milli,Tha Carter III (MTV Bonus Version),0.663,0.688,-8.659,0.283,0.0391,0.00224,0.223,0.731,151.589,3.6968833333333335,3.0852017937219727
Lil Wayne,Scared of the Dark (feat. XXXTENTACION),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),0.443,0.623,-6.717,0.0718,0.0468,0.0,0.247,0.156,79.365,3.883333333333333,2.522267206477733
Lil Wayne,ay! (feat. Lil Wayne),mainstream sellout,0.742,0.617,-6.689,0.0345,0.05,5.92e-05,0.0711,0.491,147.002,2.0698,8.677918424753868
Lil Wayne,Right Above It,I Am Not A Human Being,0.376,0.841,-4.348,0.356,0.0435,0.0,0.578,0.463,76.052,4.53245,1.4550173010380625
Sia,Snowman,Everyday Is Christmas (Deluxe Edition),0.716,0.512,-6.257,0.0331,0.483,0.0,0.0928,0.326,104.957,2.7651166666666667,5.517241379310345
Sia,Unstoppable,This Is Acting (Deluxe Version),0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,3.6291166666666665,7.712871287128713
Sia,Chandelier,1000 Forms Of Fear (Deluxe Version),0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,3.602,11.489051094890511
Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,Icarus Falls,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,3.983333333333333,4.122641509433962
Sia,Cheap Thrills,This Is Acting (Deluxe Version),0.628,0.698,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,3.5277833333333333,7.695700110253583
Sia,"Genius (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",0.603,0.615,-4.931,0.165,0.0799,6.72e-05,0.117,0.561,158.657,3.561783333333333,5.256410256410256
Sia,Elastic Heart,1000 Forms Of Fear (Deluxe Version),0.421,0.791,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4.286666666666667,5.417808219178083
Sia,Unstoppable - R3HAB Remix,Unstoppable (R3HAB Remix),0.678,0.744,-4.058,0.234,0.495,2.35e-05,0.0631,0.433,101.987,2.7058833333333334,11.79080824088748
Sia,Del Mar,ENOC,0.759,0.636,-5.585,0.0369,0.0224,0.000143,0.166,0.536,109.976,3.5751166666666667,3.831325301204819
Sia,Santa's Coming for Us,Everyday Is Christmas (Deluxe Edition),0.547,0.814,-6.191,0.12,0.0215,0.0,0.0475,0.724,92.986,3.421116666666667,17.136842105263156
Fleetwood Mac,Dreams - 2004 Remaster,Rumours (Super Deluxe),0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,4.296666666666667,3.84375
Fleetwood Mac,The Chain - 2004 Remaster,Rumours (Super Deluxe),0.545,0.67,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,4.50355,14.855875831485587
Fleetwood Mac,Everywhere - 2017 Remaster,Tango In the Night (Deluxe Edition),0.73,0.487,-10.991,0.0303,0.258,0.01,0.0852,0.731,114.965,3.77755,5.715962441314554
Fleetwood Mac,Go Your Own Way - 2004 Remaster,Rumours,0.583,0.947,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,3.726883333333333,13.946980854197347
Fleetwood Mac,Landslide,Fleetwood Mac,0.414,0.161,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,3.324883333333333,1.376068376068376
Fleetwood Mac,Don't Stop - 2004 Remaster,Rumours,0.671,0.71,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,3.22245,18.34625322997416
Fleetwood Mac,Little Lies - 2017 Remaster,Tango In the Night (Deluxe Edition),0.64,0.649,-10.345,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,3.6842166666666665,11.77858439201452
Fleetwood Mac,Rhiannon,Fleetwood Mac,0.723,0.49,-14.745,0.0296,0.111,0.0946,0.0923,0.795,129.012,4.212883333333333,5.308775731310943
Fleetwood Mac,Gypsy,Greatest Hits,0.622,0.54,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,4.415116666666667,2.037735849056604
Fleetwood Mac,Never Going Back Again - 2004 Remaster,Rumours (Super Deluxe),0.654,0.336,-12.825,0.0379,0.858,0.385,0.0786,0.947,176.083,2.24,4.274809160305344
ABBA,Dancing Queen,Arrival,0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,3.84,1.0984848484848484
ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,0.749,0.491,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,4.876883333333334,3.088050314465409
ABBA,Mamma Mia,Abba,0.749,0.748,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,3.55445,1.5948827292110874
ABBA,Angeleyes,Voulez-Vous,0.719,0.922,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,4.348216666666667,10.634371395617071
ABBA,The Winner Takes It All,Super Trouper,0.454,0.788,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,4.912,9.173457508731085
ABBA,Take A Chance On Me,The Album,0.684,0.675,-8.123,0.0257,0.163,0.0,0.242,0.924,107.064,4.06555,2.789256198347108
ABBA,Lay All Your Love On Me,Super Trouper,0.678,0.727,-7.844,0.0258,0.117,0.00396,0.354,0.71,133.481,4.57445,2.053672316384181
ABBA,Waterloo,Waterloo,0.445,0.949,-4.682,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,2.816,10.521064301552103
ABBA,Chiquitita,Voulez-Vous,0.5,0.554,-8.108,0.0354,0.734,3.72e-06,0.312,0.372,84.229,5.438666666666666,1.7756410256410258
ABBA,Super Trouper,Super Trouper,0.764,0.626,-8.274,0.0288,0.457,6.35e-06,0.201,0.961,118.34,4.214216666666666,3.114427860696517
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Christmas Songs by Sinatra,0.652,0.259,-13.336,0.0595,0.903,0.0,0.362,0.836,142.169,2.590883333333333,0.7154696132596685
Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,A Jolly Christmas From Frank Sinatra,0.262,0.137,-15.235,0.0344,0.913,6.74e-06,0.267,0.288,92.183,3.4433333333333334,0.5131086142322098
Frank Sinatra,Jingle Bells - Remastered 1999,A Jolly Christmas From Frank Sinatra,0.512,0.339,-13.119,0.0498,0.727,0.0,0.0977,0.951,174.609,2.01155,3.469805527123849
Frank Sinatra,My Way,My Way (Expanded Edition),0.401,0.381,-7.458,0.0274,0.7,0.0,0.122,0.229,75.454,4.613333333333333,3.1229508196721314
Frank Sinatra,Somethin' Stupid,The World We Knew,0.257,0.338,-12.902,0.0357,0.736,0.0,0.252,0.544,207.356,2.7082166666666665,1.3412698412698414
Frank Sinatra,Santa Claus Is Comin' to Town,Christmas Songs by Sinatra,0.646,0.204,-11.957,0.0565,0.826,0.0,0.312,0.688,140.281,2.5773333333333333,0.6538461538461539
Frank Sinatra,Fly Me To The Moon (In Other Words),Sinatra/Basie: The Complete Reprise Studio Recordings,0.668,0.26,-14.256,0.0523,0.453,0.0,0.0621,0.368,119.416,2.45,4.186795491143317
Frank Sinatra,Strangers In The Night,Strangers In The Night (Expanded Edition),0.259,0.473,-8.275,0.0295,0.592,0.0,0.201,0.539,90.348,2.6311166666666668,2.3532338308457708
Frank Sinatra,That's Life,That's Life,0.56,0.434,-14.151,0.0729,0.55,0.0,0.346,0.664,112.803,3.1173333333333333,1.254335260115607
Frank Sinatra,Silent Night - 1999 Remaster,A Jolly Christmas From Frank Sinatra,0.252,0.118,-17.62,0.0328,0.945,6.2e-05,0.117,0.14,87.575,2.4382166666666665,1.0085470085470083
Tiësto,10:35,10:35,0.696,0.793,-5.733,0.097,0.0683,3.78e-06,0.18,0.698,120.003,2.870883333333333,4.405555555555556
Tiësto,The Motto,The Motto,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,2.7469833333333336,8.468368479467259
Tiësto,Don't Be Shy,Don't Be Shy,0.77,0.787,-3.748,0.0583,0.198,0.0,0.262,0.513,119.986,2.341666666666667,3.00381679389313
Tiësto,Lay Low,Lay Low,0.534,0.855,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,2.557383333333333,2.4710982658959537
Tiësto,The Business,The Business,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,2.7333333333333334,5.535714285714286
Tiësto,Hot In It,Hot In It,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,2.1636166666666665,20.363196125907987
Tiësto,Pump It Louder,Pump It Louder,0.66,0.942,-2.273,0.185,0.00789,1.76e-05,0.834,0.543,126.017,2.64285,1.129496402877698
Tiësto,Another Love - Tiësto Remix,Another Love (Tiësto Remix),0.79,0.764,-4.685,0.0737,0.0836,0.0871,0.132,0.473,123.046,3.089433333333333,5.787878787878788
Tiësto,Baila Conmigo,Baila Conmigo,0.652,0.855,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,2.4375,2.50733137829912
Tiësto,Jackie Chan,The London Sessions,0.747,0.833,-2.867,0.045,0.374,0.0,0.0586,0.687,128.008,3.596,14.215017064846416
Elton John,Cold Heart - PNAU Remix,The Lockdown Sessions,0.795,0.8,-6.32,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,3.3789166666666666,8.743169398907105
Elton John,I'm Still Standing,Too Low For Zero,0.504,0.904,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,3.057333333333333,6.457142857142856
Elton John,Hold Me Closer,The Lockdown Sessions,0.658,0.783,-4.615,0.113,0.0798,0.00018,0.187,0.491,126.027,3.3707666666666665,4.18716577540107
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,0.601,0.532,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4.69355,5.751351351351352
Elton John,Your Song,Elton John,0.554,0.315,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,4.0297833333333335,3.1188118811881185
Elton John,Don't Go Breaking My Heart,Rock Of The Westies,0.729,0.844,-8.824,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,4.5906666666666665,13.973509933774832
Elton John,Tiny Dancer,Madman Across The Water,0.414,0.428,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,6.284883333333333,2.891891891891892
