artist,track,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,energyLiveness
Rob Zombie,What?,Hellbilly Deluxe 2 (Special Edition),0.551,0.976,-2.796,0.0647,0.00257,0.000191,0.328,0.826,139.995,2.796883333333333,2.975609756097561
Rob Zombie,"Well, Everybody's Fucking In A U.F.O.",The Electric Warlock Acid Witch Satanic Orgy Celebration Dispenser,0.73,0.907,-4.478,0.0727,0.000111,0.00816,0.266,0.573,116.016,2.717783333333333,3.4097744360902253
Benny Benassi,Satisfaction,Satisfaction,0.752,0.935,-6.263,0.203,0.0742,0.0352,0.081,0.31,126.022,2.5946166666666666,11.54320987654321
Benny Benassi,Fade to Black,Fade to Black,0.652,0.725,-8.663,0.0402,0.167,0.00398,0.139,0.039,123.958,2.935483333333333,5.215827338129496
Benny Benassi,Satisfaction - Isak Original Extended,Hypnotica (Benny Benassi Presents The Biz),0.793,0.698,-3.626,0.104,0.163,0.145,0.0745,0.339,130.017,4.759516666666666,9.369127516778525
Benny Benassi,Satisfaction - Hardwell & Maddix Remix,Satisfaction (Hardwell & Maddix Remix),0.714,0.896,-5.856,0.0644,0.00355,0.0645,0.188,0.141,134.998,3.407283333333333,4.76595744680851
Benny Benassi,Cinema - Skrillex Remix,Electroman,0.637,0.985,-3.809,0.184,0.00988,0.00857,0.0649,0.374,145.111,5.131033333333333,15.17719568567026
Benny Benassi,Cinema,Electroman,0.482,0.841,-2.622,0.0607,0.0809,0.0,0.214,0.424,129.818,3.05385,3.9299065420560746
Benny Benassi,Beautiful People,F.A.M.E. (Expanded Edition),0.417,0.806,-5.339,0.16,0.0703,0.00637,0.0841,0.545,127.887,3.77955,9.58382877526754
Benny Benassi,Satisfaction - Uk Radio Edit,Satisfaction (Benny Benassi Presents The Biz),0.818,0.732,-4.253,0.209,0.0997,0.0389,0.074,0.37,130.063,2.398883333333333,9.891891891891891
Benny Benassi,LIGHTWAVES,LIGHTWAVES,0.647,0.908,-5.606,0.0324,0.0363,2.48e-06,0.075,0.163,125.953,2.35755,12.106666666666667
Benny Benassi,One More Night (feat. Bryn Christopher),One More Night (feat. Bryn Christopher),0.584,0.866,-5.55,0.0622,0.00826,2.43e-06,0.587,0.131,123.951,2.46675,1.475298126064736
Stone Temple Pilots,Interstate Love Song - 2019 Remaster,Purple (2019 Remaster),0.215,0.927,-7.327,0.0452,0.000273,0.00661,0.126,0.49,170.814,3.24755,7.357142857142858
Stone Temple Pilots,Plush - 2017 Remaster,Core (Super Deluxe Edition),0.426,0.94,-5.279,0.0423,0.00671,1.72e-06,0.14,0.466,144.49,5.23245,6.7142857142857135
Stone Temple Pilots,Plush - Acoustic,Thank You,0.643,0.364,-11.018,0.04,0.715,0.0,0.659,0.283,133.377,3.838216666666667,0.5523520485584218
Stone Temple Pilots,Vasoline - 2019 Remaster,Purple (2019 Remaster),0.295,0.977,-7.086,0.088,0.00147,0.000187,0.0887,0.353,168.672,2.94245,11.01465614430665
Stone Temple Pilots,Trippin' on a Hole in a Paper Heart,Tiny Music...Songs from the Vatican Gift Shop,0.47,0.989,-3.857,0.0632,0.000386,0.00161,0.157,0.446,106.479,2.932,6.2993630573248405
Stone Temple Pilots,Creep - 2017 Remaster,Core (Super Deluxe Edition),0.662,0.485,-9.161,0.0304,0.00483,0.000295,0.086,0.171,107.767,5.5731166666666665,5.6395348837209305
Stone Temple Pilots,Sex Type Thing - 2017 Remaster,Core (Super Deluxe Edition),0.404,0.925,-7.336,0.041,1.39e-06,0.628,0.0418,0.773,134.177,3.630216666666666,22.129186602870817
Stone Temple Pilots,Big Empty - 2019 Remaster,Purple (2019 Remaster),0.336,0.62,-9.976,0.0406,0.0293,0.0,0.124,0.283,121.683,4.913333333333333,5.0
Stone Temple Pilots,Sour Girl,No. 4,0.394,0.663,-6.619,0.0295,0.0769,0.00644,0.239,0.737,207.575,4.270883333333333,2.774058577405858
Stone Temple Pilots,Wicked Garden - 2017 Remaster,Core (Super Deluxe Edition),0.216,0.914,-6.54,0.0644,2e-05,4.81e-05,0.104,0.379,153.126,4.087783333333333,8.788461538461538
New Order,Blue Monday,Substance,0.762,0.651,-13.34,0.0655,0.00198,0.856,0.111,0.941,130.395,7.486,5.864864864864865
New Order,Blue Monday '88 - 2015 Remaster,Singles (2016 Remaster),0.701,0.878,-7.911,0.035,2.79e-05,0.522,0.0608,0.875,130.512,4.19955,14.44078947368421
New Order,Bizarre Love Triangle,Brotherhood (Collector's Edition),0.613,0.885,-7.463,0.052,0.0804,0.746,0.0997,0.919,118.506,4.3868833333333335,8.876629889669008
New Order,Age of Consent - 2015 Remaster,Power Corruption and Lies,0.372,0.91,-5.559,0.0392,0.00101,0.0944,0.13,0.756,161.964,5.25555,7.0
New Order,Dreams Never End - 2015 Remaster,Movement,0.606,0.913,-7.865,0.0417,0.0154,0.905,0.326,0.817,146.15,3.255116666666667,2.8006134969325154
New Order,Regret - 2015 Remaster,Republic,0.506,0.931,-5.635,0.0305,0.00146,0.0227,0.27,0.865,129.568,4.14955,3.448148148148148
New Order,True Faith,Substance,0.589,0.784,-13.037,0.0312,0.175,0.0767,0.132,0.941,116.981,5.917783333333333,5.9393939393939394
New Order,Temptation,Substance,0.6,0.881,-9.478,0.0337,0.29,0.851,0.222,0.936,124.977,6.987333333333333,3.968468468468469
New Order,Ceremony,Substance,0.558,0.436,-13.496,0.0269,0.00405,0.742,0.11,0.38,140.757,4.3933333333333335,3.9636363636363634
New Order,True Faith - 2015 Remaster,Singles (2016 Remaster),0.608,0.924,-5.919,0.035,0.261,0.012,0.338,0.948,117.231,4.2008833333333335,2.7337278106508878
Simple Minds,Don't You (Forget About Me),Once Upon A Time (Super Deluxe),0.66,0.816,-6.61,0.0299,0.168,0.0181,0.0608,0.678,111.346,4.384,13.421052631578949
Simple Minds,Alive And Kicking,Once Upon A Time (Super Deluxe),0.572,0.913,-4.26,0.0362,0.0753,1.5e-05,0.128,0.561,103.265,4.824216666666667,7.1328125
Simple Minds,Belfast Child - Remastered 2002,Street Fighting Years,0.162,0.512,-8.346,0.0439,0.316,0.0645,0.0977,0.335,161.965,6.702883333333333,5.240532241555783
Simple Minds,Mandela Day - Remastered 2002,Street Fighting Years,0.463,0.705,-9.807,0.0349,0.00105,0.0343,0.201,0.526,94.138,5.754883333333333,3.507462686567164
Simple Minds,Don't You Forget About Me,Don't You Forget About Me,0.654,0.71,-7.07,0.0243,0.00791,0.0217,0.18,0.471,111.011,4.326366666666667,3.944444444444444
Simple Minds,Someone Somewhere (In Summertime),New Gold Dream (81/82/83/84),0.558,0.527,-10.922,0.0259,0.0163,0.152,0.11,0.674,99.784,4.62815,4.790909090909091
Simple Minds,"Don't You (Forget About Me) - 12"" Version",Once Upon A Time (Super Deluxe),0.65,0.832,-6.041,0.0307,0.124,0.0262,0.0702,0.774,111.343,6.607783333333333,11.851851851851851
Simple Minds,Let There Be Love - 2002 Digital Remaster,Real Life,0.493,0.881,-6.314,0.0418,0.0799,0.0787,0.129,0.595,88.07,5.157116666666667,6.829457364341085
Simple Minds,All The Things She Said,Once Upon A Time (Super Deluxe),0.6,0.86,-7.156,0.0292,0.12,0.00037,0.0961,0.519,103.93,4.264216666666667,8.949011446409989
Damas Gratis,Costumbres - Vivo,Costumbres (Vivo),0.52,0.801,-6.617,0.0382,0.132,0.0,0.953,0.571,103.681,2.21795,0.8405036726128018
Damas Gratis,Me Vas a Extrañar - En Vivo,Me Vas a Extrañar (En Vivo),0.419,0.809,-4.596,0.0357,0.323,0.0,0.699,0.635,88.418,3.9754666666666663,1.157367668097282
Damas Gratis,No Te Creas Tan Importante - En Vivo,No Te Creas Tan Importante (En Vivo),0.302,0.758,-5.273,0.0424,0.202,0.0,0.881,0.669,174.704,3.996,0.8603859250851306
Damas Gratis,Perrito Malvado,Perrito Malvado,0.613,0.704,-7.626,0.0713,0.14,0.0,0.727,0.587,84.926,4.681583333333333,0.968363136176066
Damas Gratis,Un Tín Tín,Un Tín Tín,0.808,0.514,-8.58,0.0594,0.158,0.0,0.0888,0.7,90.004,2.9865166666666667,5.788288288288288
Damas Gratis,Me Muero de Amor - En Vivo,Me Muero de Amor (En Vivo),0.58,0.717,-6.705,0.0335,0.329,0.0,0.809,0.863,92.501,3.476983333333333,0.8862793572311495
Damas Gratis,El humo de mi fasito,100% Negro Cumbiero,0.594,0.841,-3.292,0.0826,0.183,0.0,0.171,0.786,84.295,3.53755,4.91812865497076
Damas Gratis,Ella,Solo Para Entendidos,0.631,0.792,-4.259,0.0488,0.399,0.0,0.134,0.888,81.461,3.0411166666666665,5.91044776119403
Damas Gratis,Se Te Ve la Tanga,El Bonaerense,0.751,0.675,-5.266,0.082,0.191,0.00654,0.0549,0.603,83.209,4.388583333333333,12.295081967213116
Damas Gratis,Si Te Vas - Vivo,Si Te Vas (Vivo),0.525,0.849,-7.633,0.0426,0.0578,0.00375,0.96,0.654,94.732,4.589583333333334,0.884375
Elefante,Ángel,Elefante,0.64,0.818,-4.61,0.0456,0.00818,1.25e-05,0.275,0.763,137.003,4.826666666666667,2.974545454545454
Elefante,Así Es la Vida,El Que Busca Encuentra,0.799,0.664,-8.16,0.0899,0.134,0.0,0.146,0.631,97.987,5.169116666666667,4.5479452054794525
Elefante,Sabor a Chocolate,Lo Que Andábamos Buscando (Special Para CEV),0.619,0.896,-4.233,0.0315,0.223,0.0,0.101,0.952,136.648,3.863333333333333,8.87128712871287
Elefante,De la Noche a la Mañana,El Que Busca Encuentra,0.82,0.653,-8.251,0.0287,0.0528,3.5e-06,0.0997,0.892,129.03,4.34355,6.549648946840522
Elefante,Mentirosa,Elefante,0.669,0.914,-3.834,0.107,0.0312,8.92e-05,0.0483,0.855,97.021,4.0793333333333335,18.92339544513457
Elefante,Durmiendo con la Luna,Elefante,0.612,0.507,-7.872,0.0283,0.0117,7.05e-06,0.112,0.352,95.018,4.310666666666667,4.526785714285714
Elefante,La Que Se Fue,El Que Busca Encuentra,0.785,0.538,-9.566,0.0653,0.275,6.06e-06,0.0929,0.323,129.933,4.360216666666667,5.791173304628633
Elefante,Si Tú Quieres,Elefante,0.392,0.395,-6.379,0.0283,0.595,0.0,0.111,0.135,132.379,5.411116666666667,3.558558558558558
Elefante,Contigo,Elefante,0.661,0.793,-5.35,0.0305,0.0155,2.45e-06,0.0774,0.643,129.973,3.538,10.245478036175712
Elefante,El Abandonao - Versión Censurada,Lo Que Andábamos Buscando (Special Para CEV),0.621,0.879,-5.081,0.0378,0.299,3.29e-06,0.158,0.965,95.991,3.5848833333333334,5.563291139240507
Bacilos,Caraluna,Caraluna,0.76,0.773,-5.314,0.0675,0.176,0.0,0.1,0.895,102.789,4.436,7.729999999999999
Bacilos,Mi primer millon,Caraluna,0.745,0.924,-3.898,0.0355,0.201,5.01e-05,0.121,0.909,103.033,3.95645,7.636363636363637
Bacilos,Tabaco Y Chanel,Bacilos (Re-Issue),0.643,0.576,-6.896,0.0303,0.0267,0.0,0.273,0.699,97.022,5.206666666666667,2.109890109890109
Bacilos,Perderme Contigo,¿Dónde Nos Quedamos?,0.717,0.881,-3.21,0.0538,0.23,0.0,0.135,0.685,103.996,4.106466666666667,6.525925925925925
Bacilos,Pasos de gigantes,Sinverguenza,0.705,0.666,-5.338,0.132,0.288,0.0,0.0804,0.944,171.503,3.93155,8.283582089552239
Bacilos,Salvavidas,Salvavidas,0.765,0.836,-2.499,0.0457,0.0281,0.0,0.0145,0.876,152.056,2.958,57.655172413793096
Bacilos,Por Hacerme el Bueno,¿Dónde Nos Quedamos?,0.697,0.79,-4.673,0.0577,0.0171,0.0,0.0886,0.843,98.01,4.208033333333334,8.91647855530474
Bacilos,Tabaco y Chanel - Re-Recorded,Abecedario,0.623,0.693,-5.11,0.0248,0.0915,0.0,0.371,0.533,96.989,5.261633333333333,1.8679245283018864
Bacilos,Solo un segundo,Caraluna,0.782,0.609,-7.177,0.026,0.212,0.00139,0.104,0.865,108.955,3.9822166666666665,5.855769230769231
Bacilos,Guerras perdidas,Sinverguenza,0.553,0.751,-7.417,0.0932,0.341,0.0,0.275,0.721,81.93,3.758883333333333,2.7309090909090905
Camilo Sesto,¿Quieres Ser Mi Amante?,Camilo,0.409,0.574,-8.112,0.0415,0.792,1.28e-06,0.0915,0.55,151.979,4.161116666666667,6.273224043715847
Camilo Sesto,Vivir Así Es Morir de Amor,Sentimientos,0.527,0.689,-5.684,0.0681,0.614,0.0,0.381,0.691,102.24,3.5022166666666665,1.8083989501312332
Camilo Sesto,Jamás,Camilo 70,0.454,0.571,-5.422,0.0273,0.497,0.0,0.319,0.356,131.448,3.330216666666667,1.7899686520376177
Camilo Sesto,Melina - Remasterizado,Camilo Forever,0.478,0.824,-1.606,0.037,0.677,1.22e-06,0.101,0.846,133.436,2.8042166666666666,8.158415841584157
Camilo Sesto,Piel de Angel,Camilo 70,0.393,0.422,-7.066,0.0364,0.68,0.0,0.378,0.383,73.594,3.474883333333333,1.1164021164021165
Camilo Sesto,El Amor de Mi Vida,Sentimientos,0.269,0.302,-9.861,0.0302,0.706,6.1e-05,0.121,0.125,96.739,5.511116666666667,2.495867768595041
Camilo Sesto,Perdóname,Camilo 70,0.481,0.565,-4.971,0.0297,0.565,1.39e-06,0.272,0.331,133.15,3.882,2.0772058823529407
Camilo Sesto,Tarde ó Temprano,Mas Y Mas,0.519,0.525,-10.759,0.0452,0.833,0.0,0.109,0.603,190.082,3.5728833333333334,4.81651376146789
Camilo Sesto,Llueve Sobre Mojado,Camilo,0.365,0.649,-6.324,0.131,0.629,0.0,0.168,0.855,173.084,2.807783333333333,3.863095238095238
Camilo Sesto,"Donde Estés, Con Quien Estés",15 Grandes Exitos Vol. I - A Peticion Del Publico,0.35,0.302,-16.362,0.0355,0.727,0.00585,0.0681,0.294,72.13,4.57555,4.434654919236417
Youjeen,Dear My Friend,BEWITCH,0.432,0.856,-4.642,0.0361,0.00193,1.82e-05,0.123,0.513,111.995,4.37955,6.959349593495935
Youjeen,Someday,The Doll,0.321,0.678,-4.573,0.031,5.42e-06,0.247,0.156,0.342,86.903,7.287783333333333,4.346153846153847
Youjeen,Beautiful Days,Beautiful Days,0.343,0.922,-4.252,0.0481,9.8e-06,0.00168,0.235,0.67,169.938,4.81555,3.9234042553191495
Youjeen,HAPPY HAPPY DOLL,The Doll,0.406,0.883,-3.474,0.0406,3.88e-06,0.625,0.143,0.543,134.074,4.373333333333333,6.174825174825175
Youjeen,HEY JERKS,The Doll,0.306,0.944,-3.554,0.0666,8.11e-06,0.0329,0.158,0.545,187.466,3.06955,5.974683544303797
Youjeen,Apple for your thoughts,The Doll,0.401,0.966,-3.037,0.293,4.18e-05,3.96e-05,0.323,0.474,176.994,4.102666666666667,2.990712074303405
Youjeen,WITCH,The Doll,0.437,0.905,-4.461,0.0411,7.05e-06,0.0115,0.312,0.473,96.967,5.323333333333333,2.900641025641025
Youjeen,Daydreamin',BEWITCH,0.406,0.904,-3.332,0.175,0.000213,0.0,0.0228,0.356,144.061,3.86955,39.64912280701754
Youjeen,Wait For You,BEWITCH,0.518,0.858,-4.601,0.0348,0.00109,9.02e-05,0.213,0.719,94.517,4.4126666666666665,4.028169014084507
Youjeen,Gaja!!!,BEWITCH,0.25,0.966,-9.372,0.0549,3.25e-05,0.819,0.359,0.0392,190.085,0.7137833333333333,2.690807799442897
Bread,Everything I Own,Baby I'm-a Want You,0.365,0.338,-13.406,0.0322,0.735,0.0,0.104,0.446,79.241,3.1166666666666667,3.2500000000000004
Bread,Make It with You,On the Waters,0.629,0.356,-11.135,0.0246,0.66,0.000617,0.173,0.472,83.886,3.203333333333333,2.057803468208093
Bread,If,Manna,0.388,0.176,-16.952,0.0299,0.912,0.000336,0.0977,0.342,97.628,2.596216666666667,1.8014329580348003
Bread,Guitar Man,Guitar Man,0.553,0.506,-13.271,0.046,0.144,3.78e-06,0.438,0.51,143.278,3.7702166666666663,1.1552511415525115
Bread,Baby I'm-a Want You,Baby I'm-a Want You,0.613,0.289,-16.529,0.0305,0.743,1.57e-06,0.0617,0.553,144.188,2.5117833333333333,4.683954619124798
Bread,Lost Without Your Love,Lost Without Your Love,0.266,0.345,-11.484,0.0309,0.376,1.9e-05,0.103,0.199,145.98,2.9482166666666667,3.349514563106796
Bread,Aubrey,Guitar Man,0.326,0.0902,-20.588,0.0344,0.647,0.00091,0.198,0.218,137.611,3.6582166666666662,0.4555555555555555
Bread,Diary,Baby I'm-a Want You,0.364,0.126,-18.071,0.0286,0.862,0.000203,0.0969,0.43,90.429,3.1571166666666666,1.3003095975232195
Bread,It Don't Matter to Me,Bread,0.493,0.26,-14.848,0.0402,0.652,3.32e-06,0.121,0.273,82.479,2.72245,2.1487603305785123
Bread,Sweet Surrender,Guitar Man,0.599,0.42,-14.348,0.0272,0.234,0.000139,0.102,0.629,167.104,2.616216666666667,4.11764705882353
Mario,Let Me Love You,Turning Point,0.622,0.593,-8.352,0.0916,0.163,0.0,0.0979,0.607,94.364,4.15155,6.057201225740552
Mario,How Do I Breathe,Go,0.684,0.455,-8.216,0.0307,0.215,1.08e-06,0.263,0.487,97.956,3.614883333333333,1.7300380228136882
Mario,Like Her Too,Like Her Too,0.557,0.455,-6.469,0.0444,0.594,0.0,0.122,0.584,123.842,2.978666666666667,3.729508196721312
Mario,Just a Friend 2002 - Radio Edit,Mario,0.538,0.677,-6.099,0.187,0.00541,0.0,0.236,0.913,132.346,3.57,2.8686440677966103
Mario,Get Back (feat. Chris Brown),Get Back (feat. Chris Brown),0.664,0.45,-9.125,0.166,0.204,4.45e-06,0.171,0.254,90.991,3.7028,2.631578947368421
Mario,Main One,Main One,0.729,0.596,-8.201,0.0579,0.0811,0.0,0.141,0.143,98.978,3.1588833333333333,4.226950354609929
Mario,I Choose You,D.N.A.,0.673,0.628,-5.192,0.0683,0.0819,0.0,0.0812,0.708,90.107,4.38355,7.733990147783252
Mario,Crying Out For Me,Go,0.509,0.72,-6.935,0.0682,0.196,0.0,0.284,0.505,130.063,4.80645,2.535211267605634
Mario,Music For Love,Go,0.705,0.423,-5.855,0.0451,0.106,0.0,0.209,0.466,123.431,3.826666666666666,2.023923444976077
Mario,Skippin',Go,0.795,0.65,-6.882,0.216,0.198,0.0,0.123,0.617,123.898,3.982666666666667,5.284552845528456
Kelly Rowland,Motivation,Here I Am (Deluxe Version),0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,3.8426666666666662,6.4
Kelly Rowland,Finally (Cannot Hide It),Finally (Cannot Hide It),0.756,0.838,-6.798,0.142,0.00733,0.00267,0.124,0.58,124.911,3.4019,6.758064516129032
Kelly Rowland,Like This (feat. Eve),Ms. Kelly,0.668,0.723,-5.995,0.279,0.00183,0.0,0.0545,0.486,178.126,3.59755,13.26605504587156
Kelly Rowland,Work - Freemasons Radio Edit,Playlist: The Very Best Of Kelly Rowland,0.754,0.86,-6.73,0.0382,0.0521,0.000945,0.372,0.848,102.808,3.1837833333333334,2.3118279569892475
Kelly Rowland,Bloody Samaritan (with Kelly Rowland) - Remix,19 & Dangerous (Deluxe),0.806,0.738,-7.443,0.149,0.125,0.0,0.0805,0.385,105.008,3.15,9.167701863354036
Kelly Rowland,Commander,Here I Am (Deluxe Version),0.395,0.876,-3.859,0.138,0.0173,8.46e-06,0.362,0.567,124.638,3.6351166666666663,2.419889502762431
Kelly Rowland,Crazy,Crazy,0.734,0.666,-4.54,0.0746,0.00427,3.49e-06,0.266,0.492,115.002,3.086583333333333,2.5037593984962405
Kelly Rowland,Kisses Down Low,Talk A Good Game (Deluxe Edition),0.632,0.723,-9.323,0.0682,0.0166,3.74e-05,0.104,0.243,137.958,4.2477833333333335,6.951923076923077
Kelly Rowland,Stole,Simply Deep,0.649,0.718,-4.984,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,4.154883333333333,4.126436781609195
Kelly Rowland,COFFEE,COFFEE,0.857,0.69,-4.474,0.0437,0.0415,0.0,0.0942,0.799,121.09,2.1781,7.324840764331209
Eraserheads,With A Smile,Circus,0.328,0.465,-9.81,0.0328,0.72,2.16e-06,0.175,0.344,148.912,4.636216666666667,2.657142857142857
Eraserheads,Ang Huling El Bimbo,Cutterpillow,0.524,0.503,-11.79,0.0245,0.184,0.0,0.264,0.436,89.497,7.45555,1.9053030303030305
Eraserheads,Ligaya,Ultraelectromagneticpop!,0.559,0.614,-11.547,0.0768,0.415,0.0,0.139,0.662,124.907,4.49555,4.417266187050359
Eraserheads,Alapaap,Circus,0.331,0.749,-12.076,0.0674,0.0638,4.89e-05,0.108,0.291,147.92,4.383333333333334,6.935185185185185
Eraserheads,Pare Ko,Ultraelectromagneticpop!,0.479,0.493,-11.694,0.0293,0.0263,3.76e-06,0.0718,0.438,144.546,5.416666666666667,6.866295264623955
Eraserheads,Magasin,Circus: The Bernie Grundman Remaster 2022,0.412,0.768,-10.031,0.107,0.126,1.58e-06,0.12,0.59,110.305,4.191833333333333,6.4
Eraserheads,Spoliarium,Sticker Happy,0.367,0.428,-12.259,0.0308,0.562,3.23e-06,0.229,0.538,170.722,5.4443,1.8689956331877728
Eraserheads,Huwag Kang Matakot,Natin 99,0.583,0.704,-10.02,0.0335,0.0463,0.000143,0.152,0.964,127.118,3.1613333333333333,4.631578947368421
Eraserheads,Huwag Mo Nang Itanong,Cutterpillow,0.662,0.405,-17.227,0.0267,0.633,0.0,0.0938,0.919,90.585,4.15555,4.31769722814499
Eraserheads,Minsan,Circus,0.482,0.537,-13.679,0.0457,0.278,2.17e-06,0.117,0.597,144.218,4.238883333333333,4.589743589743589
Vijay Prakash,Singara Siriye,Kantara (Original Motion Picture Soundtrack),0.619,0.658,-8.911,0.102,0.457,3.87e-06,0.108,0.522,125.927,4.6894,6.092592592592593
Vijay Prakash,Innum Konjam Naeram,Maryan (Original Motion Picture Soundtrack),0.647,0.389,-10.35,0.0336,0.509,7.8e-06,0.103,0.436,134.976,5.22555,3.776699029126214
Vijay Prakash,Hosanna,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),0.582,0.812,-6.147,0.0418,0.166,0.00162,0.0407,0.7,86.051,5.509116666666666,19.950859950859957
Vijay Prakash,Guruvaram,Kirrak Party,0.808,0.717,-7.768,0.13,0.612,2.5e-06,0.0949,0.824,96.981,3.60285,7.555321390937829
Vijay Prakash,Ee Hridayam,Yemaaya Chesave (Original Motion Picture Soundtrack),0.611,0.794,-6.813,0.0415,0.3,0.00184,0.0471,0.705,85.986,5.488666666666667,16.857749469214436
Vijay Prakash,Asku Laska,Nanban (Original Motion Picture Soundtrack),0.803,0.795,-7.429,0.0337,0.143,3.8e-05,0.0706,0.749,99.008,6.349933333333333,11.260623229461755
Vijay Prakash,Hosanna - Lofi Flip,Hosanna (Lofi Flip),0.315,0.338,-13.75,0.0314,0.647,0.00338,0.5,0.105,75.052,4.268666666666666,0.676
Vijay Prakash,Nenjukulla Nee,Vadacurry (Original Motion Picture Soundtrack),0.503,0.884,-4.756,0.108,0.313,2.49e-06,0.0861,0.75,119.861,4.979333333333333,10.267131242741
Vijay Prakash,Adhaaru Adhaaru,Yennai Arindhaal (Original Motion Picture Soundtrack),0.694,0.898,-6.007,0.208,0.169,2.64e-05,0.171,0.701,111.747,4.925966666666667,5.251461988304094
Vijay Prakash,"Aane Maadi Heluteeni - From ""Guru Shishyaru""","Aane Maadi Heluteeni (From ""Guru Shishyaru"")",0.553,0.696,-5.784,0.0521,0.58,4.95e-06,0.379,0.602,140.053,4.433066666666667,1.8364116094986809
Damian Marley,Welcome To Jamrock,Welcome to Jamrock,0.836,0.661,-6.502,0.338,0.0208,0.0,0.449,0.753,76.71,3.553333333333333,1.4721603563474388
Damian Marley,Make It Bun Dem,Make It Bun Dem After Hours EP,0.556,0.881,-2.224,0.082,0.00119,0.0,0.0709,0.337,104.973,3.5616166666666667,12.425952045133991
Damian Marley,Medication,Stony Hill,0.865,0.562,-6.811,0.251,0.0318,0.0,0.246,0.81,85.02,3.707783333333333,2.2845528455284554
Damian Marley,Road To Zion,Welcome to Jamrock,0.724,0.696,-6.326,0.201,0.123,0.0,0.106,0.433,93.607,5.288883333333334,6.566037735849056
Damian Marley,Love With A Quality,OCEAN,0.849,0.752,-3.756,0.146,0.0646,3.15e-06,0.106,0.586,101.018,3.729333333333333,7.09433962264151
Damian Marley,Living It Up,Stony Hill,0.782,0.687,-6.69,0.109,0.0573,0.0,0.0718,0.802,97.014,4.004883333333333,9.56824512534819
Damian Marley,"Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix",Medication (Remix),0.813,0.585,-6.856,0.266,0.0223,0.0,0.21,0.847,84.995,4.0857833333333335,2.7857142857142856
Damian Marley,Me Name Jr. Gong,Mr. Marley,0.812,0.656,-5.102,0.0788,0.134,0.0,0.0763,0.903,125.458,3.844883333333333,8.597640891218873
Damian Marley,Pimpa's Paradise,Welcome to Jamrock,0.564,0.836,-6.052,0.401,0.307,0.0,0.491,0.571,121.147,5.0697833333333335,1.7026476578411405
Damian Marley,More Justice,Halfway Tree,0.745,0.68,-4.734,0.263,0.0835,0.0,0.181,0.887,77.712,3.58155,3.7569060773480665
Hoobastank,The Reason,The Reason (15th Anniversary Deluxe),0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,3.88,4.220125786163522
Hoobastank,Crawling In The Dark,Hoobastank (20th Anniversary Edition),0.588,0.927,-4.776,0.113,0.000305,3.83e-05,0.195,0.652,93.571,2.92045,4.753846153846154
Hoobastank,Out Of Control,The Reason (15th Anniversary Deluxe),0.443,0.973,-4.386,0.133,0.00161,0.0,0.353,0.458,157.872,2.701783333333333,2.7563739376770537
Hoobastank,Running Away,Hoobastank (20th Anniversary Edition),0.514,0.819,-5.475,0.0418,0.00101,1.67e-06,0.195,0.488,100.4,2.974,4.199999999999999
Hoobastank,Same Direction,The Reason (15th Anniversary Deluxe),0.401,0.988,-3.308,0.0916,0.00492,0.0,0.4,0.514,169.024,3.2548833333333334,2.47
Hoobastank,The Reason - Acoustic,The Reason (15th Anniversary Deluxe),0.309,0.479,-5.956,0.0359,0.411,0.0,0.225,0.129,159.77,3.903133333333333,2.1288888888888886
Hoobastank,Crawling In The Dark - Acoustic Version/ Non-Album Bonus Track,Hoobastank (20th Anniversary Edition),0.598,0.594,-4.803,0.0275,0.196,0.0,0.197,0.441,79.99,3.1606666666666667,3.015228426395939
Hoobastank,Inside Of You,Every Man For Himself (Expanded Edition),0.437,0.871,-3.696,0.0397,0.0002,0.0,0.0897,0.801,201.686,3.1466666666666665,9.710144927536232
Hoobastank,Just One,The Reason (15th Anniversary Deluxe),0.424,0.988,-4.291,0.182,0.00774,0.0,0.369,0.255,169.997,3.3266666666666667,2.6775067750677506
Hoobastank,The First Of Me,Every Man For Himself (Expanded Edition),0.602,0.604,-6.775,0.0324,0.0384,4.93e-06,0.452,0.415,145.711,5.403333333333333,1.3362831858407078
PSY,That That (prod. & feat. SUGA of BTS),PSY 9th,0.905,0.962,-3.197,0.0856,0.0299,0.0,0.0272,0.906,129.969,2.9107833333333333,35.36764705882353
PSY,Gangnam Style (?????),Gangnam Style (?????),0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,3.6582166666666662,10.296703296703296
PSY,DADDY,PSY 7TH ALBUM,0.762,0.869,-3.287,0.13,0.0793,0.0,0.137,0.747,132.05,3.843916666666667,6.343065693430656
PSY,Gentleman,Tik Tock Hits 2020,0.882,0.736,-2.892,0.116,0.00222,0.0,0.0515,0.582,125.995,3.24245,14.29126213592233
PSY,New Face,PSY 8th 4X2=8,0.836,0.728,-3.449,0.0563,0.0079,2.94e-05,0.0563,0.444,131.969,3.1705666666666668,12.930728241563054
